# Cameras (582)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
cam0_frame_0000052	457419.7940190566005185	5547269.2095946986228228	241.3474778827705052	112.7237464922720847	-74.5426893108233060	112.3157862149678863	-0.1012007173655422	-0.0197885140827910	0.9946692060756153	-0.2465593265615953	0.9691103098228931	-0.0058056765728909	-0.9638292967586078	-0.2458325082355294	-0.1029537012663274
cam0_frame_0000053	457420.7792027340037748	5547268.8811521418392658	241.3347468201300501	110.8770414471078425	-74.4145902517700648	111.7045030809909321	-0.0993611609533713	0.0017362682382164	0.9950499208917124	-0.2496264620975293	0.9679763632123248	-0.0266155909743189	-0.9632310154447215	-0.2510353473812929	-0.0957458367266406
cam0_frame_0000054	457421.7623830352094956	5547268.4494511792436242	241.2788667964242961	113.8060744295766966	-74.0964084988691667	113.7105984069123821	-0.1101879407953069	-0.0157482050365286	0.9937859989662855	-0.2508890312334176	0.9679354123159143	-0.0124792464347165	-0.9617241349316589	-0.2507050690013041	-0.1106058618112268
cam0_frame_0000055	457422.8047441703965887	5547268.1308590602129698	241.2625032982247149	109.4680007912518960	-74.3625356062291587	110.9130834241921093	-0.0962160672538650	0.0127621258702957	0.9952786527126313	-0.2517924341591002	0.9670835517994998	-0.0367419914961061	-0.9629865204157506	-0.2541388045579335	-0.0898355693221207
cam0_frame_0000056	457423.8278324917773716	5547267.6641584001481533	241.2226280475437648	112.5585174261336476	-74.3932113208105079	112.4574962486425136	-0.1027704172128727	-0.0147695579447938	0.9945954461508497	-0.2486312562847822	0.9685321995771206	-0.0113082616062855	-0.9631306971248207	-0.2484496700348393	-0.1032086319812270
cam0_frame_0000057	457424.8688312368467450	5547267.2927501676604152	241.1945955723917621	112.1317682548030490	-74.5183993193593892	112.9158793117933612	-0.1039365767865844	0.0005977061006637	0.9945837474809770	-0.2458622227009445	0.9689485866066131	-0.0262755392256400	-0.9637162214336944	-0.2472615604182429	-0.1005622458236596
cam0_frame_0000058	457425.8862242376198992	5547266.8372816266492009	241.1658000953598275	116.2461216460357747	-74.5378002812268221	116.1246567763090667	-0.1173919347353035	-0.0164138100775893	0.9929500090628124	-0.2393659658368992	0.9708521291909209	-0.0122506181241647	-0.9638065511595524	-0.2391165617103771	-0.1178991172898966
cam0_frame_0000059	457426.9427027111523785	5547266.3962379647418857	241.1299146250499632	116.4574391025131774	-75.0373237044164085	115.7433088088105819	-0.1121421602174177	-0.0256478541338184	0.9933611244054708	-0.2325641649824399	0.9725803833993477	-0.0011432378573601	-0.9660942216304741	-0.2311484055863429	-0.1150320369597103
cam0_frame_0000060	457427.9885710941744037	5547265.9474681373685598	241.1165328651741788	118.0754144172952067	-75.2108540349317281	116.9966561166538952	-0.1158735211381899	-0.0320953946497962	0.9927452909690941	-0.2274474046312350	0.9737778644627668	0.0049344512206381	-0.9668717625546589	-0.2252255676529809	-0.1201350841754393
cam0_frame_0000061	457429.0567407557391562	5547265.4779130881652236	241.0644202375297027	120.3648731624112855	-74.9652202286493008	118.8528176371696787	-0.1251789719448226	-0.0406400777327709	0.9913014723406353	-0.2272033293911519	0.9737825768172694	0.0112312154593689	-0.9657685396079191	-0.2238210829412485	-0.1311306628313668
cam0_frame_0000062	457430.1798864137381315	5547265.0165610630065203	241.0444217935877589	118.7209611254075696	-75.2385109245247321	117.0084629966387411	-0.1157084304903005	-0.0430286299247539	0.9923507928753168	-0.2270076826680223	0.9737655447732780	0.0157535971160691	-0.9669948661307183	-0.2234484298875233	-0.1224407124188468
cam0_frame_0000063	457431.2607736096833833	5547264.5797380432486534	241.0128241816170203	120.8608235034699590	-74.9156057394116175	119.9768316266857084	-0.1300296212843741	-0.0302065792929444	0.9910498777337403	-0.2254283753676630	0.9742597362695615	0.0001177415005675	-0.9655435490788276	-0.2233954539631102	-0.1334920446351682
cam0_frame_0000064	457432.3835792062454857	5547264.1366818193346262	240.9766402354741786	118.2775748452934721	-75.2117885422018730	117.7018931630164928	-0.1186569256948956	-0.0236081981254856	0.9926546161510076	-0.2259899954849677	0.9741220294141422	-0.0038462645225424	-0.9668759258174443	-0.2247863981457529	-0.1209215418497416
cam0_frame_0000065	457433.4889737179037184	5547263.6720590703189373	240.9691222486393940	117.9705004951617440	-75.2741483983099045	117.2074008533044633	-0.1162209106843190	-0.0265819392632615	0.9928676147526980	-0.2260696027469861	0.9741110758204706	-0.0003829852545455	-0.9671531598632801	-0.2245016981425522	-0.1192214447890269
cam0_frame_0000066	457434.5900676245801151	5547263.2478036722168326	240.9320764103300974	118.5288981088842775	-75.0201846008729376	118.7628886860498483	-0.1243763474069935	-0.0102827345036199	0.9921818329201673	-0.2265872589883269	0.9738187173297016	-0.0183117405642263	-0.9660169451256285	-0.2270933093454378	-0.1234499517241118
cam0_frame_0000067	457435.7161652152426541	5547262.7474561054259539	240.9095853054874112	119.6847812447315818	-75.0031936149459000	119.0286265999950359	-0.1255649215205135	-0.0258101823350343	0.9917496080016263	-0.2262584401388611	0.9740617283433249	-0.0032966107966073	-0.9659402511281310	-0.2248056579907347	-0.1281477560703898
cam0_frame_0000068	457436.8828078992664814	5547262.2964854314923286	240.8938456936237174	117.0108015416113716	-75.2473109729205447	116.8359059136351448	-0.1149571811662867	-0.0163112483029980	0.9932365225247708	-0.2272226024258659	0.9737883020578700	-0.0103068774159667	-0.9670339887744992	-0.2268706370468617	-0.1156502425454990
cam0_frame_0000069	457438.0175873279804364	5547261.7838692255318165	240.8644148118808630	118.8524937997952549	-75.1204240965971763	117.6614684300113112	-0.1192130699883814	-0.0344206375733743	0.9922718698285202	-0.2274389420478647	0.9737709553711995	0.0064539999697689	-0.9664676774647426	-0.2249118631475541	-0.1239148184496210
cam0_frame_0000070	457439.1672851233743131	5547261.3436637008562684	240.8345195551136442	117.0063777038866277	-75.3887627327293188	116.5502906854854075	-0.1127555906941707	-0.0208394065447024	0.9934041956334154	-0.2256564962760276	0.9741931783982878	-0.0051765674601193	-0.9676597141845037	-0.2247517970942765	-0.1145482747458799
cam0_frame_0000071	457440.3018050611717626	5547260.8501451117917895	240.7984574423414301	117.1290058114184518	-75.2803086134751425	115.9499472921281011	-0.1111863351139115	-0.0333583487156122	0.9932395579390226	-0.2284721203679082	0.9735244173491404	0.0071203258077632	-0.9671804842419688	-0.2261358649042303	-0.1158640647719850
cam0_frame_0000072	457441.4019941054284573	5547260.4021172635257244	240.7784677873747796	119.0878012530867380	-75.0623464490425363	118.4814633748291470	-0.1229228781646336	-0.0246649639390579	0.9921096741679359	-0.2265705510228974	0.9739871163900649	-0.0038577863273258	-0.9662068885248661	-0.2252570457500756	-0.1253136541125710
cam0_frame_0000073	457442.5174387029255740	5547259.9488004371523857	240.7329041020294085	118.9813355972728175	-75.0909896653902678	118.6120398135236229	-0.1232075857587839	-0.0205477335060065	0.9921681719644397	-0.2258657559571876	0.9741266145792029	-0.0078739478249108	-0.9663356306674097	-0.2250669442993070	-0.1246608177672220
cam0_frame_0000074	457443.6384683962678537	5547259.4510059747844934	240.7235062935696135	119.0158042834825096	-75.3456559723689310	117.6991568056964894	-0.1175957445340888	-0.0362009565477794	0.9924014971837251	-0.2239948960574892	0.9745486940514354	0.0090071895081805	-0.9674696519310918	-0.2212336630525912	-0.1227116087608041
cam0_frame_0000075	457444.7424206123687327	5547259.0242967493832111	240.6991638609030986	118.2782484953149975	-75.2521257473316467	117.8482240267980785	-0.1189157021978793	-0.0210581044916136	0.9926810222856112	-0.2250842940979996	0.9743189600003189	-0.0062948180515653	-0.9670553843090844	-0.2241854598744473	-0.1206016718776821
cam0_frame_0000076	457445.8356268991483375	5547258.5709229372441769	240.6574125903450181	118.8966829668460718	-75.0943337512752009	118.6249125734405112	-0.1232313081819645	-0.0188566615024058	0.9921988061879260	-0.2257885616564742	0.9741297191317781	-0.0095297287130158	-0.9663506455261787	-0.2252015022623675	-0.1243008981058099
cam0_frame_0000077	457446.9523235818487592	5547258.1256912946701050	240.6489884119757221	117.0107985274470508	-75.2398715582892237	116.9570720205309726	-0.1154943612847169	-0.0142652017343303	0.9932056969887529	-0.2270909063416646	0.9737943548622024	-0.0124207365091015	-0.9670009166326353	-0.2269825069426853	-0.1157072546284688
cam0_frame_0000078	457448.0600229325937107	5547257.6668231571093202	240.6170483476275876	116.3329268853508580	-75.2962346933168476	116.0727702838612885	-0.1115576843173048	-0.0174405348364274	0.9936049067986633	-0.2279917586088920	0.9736258883534084	-0.0085080864159569	-0.9672510744766251	-0.2274828724819866	-0.1125917477045217
cam0_frame_0000079	457449.1663512730156071	5547257.2230090284720063	240.5940678842009106	115.7474890574118831	-75.1747715066598658	115.6508534714818381	-0.1107631687998933	-0.0146663240756536	0.9937386071676566	-0.2306549736167112	0.9729694124677730	-0.0113492531908732	-0.9667108169371439	-0.2304678314650977	-0.1111520358630250
